plate,experiment,well,row,col,readtime,abs600,neon_top,crim_top
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,C3,C,3,7,0.1504,1415448,2217
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,C4,C,4,7,0.3256,4568426,3049
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,C5,C,5,7,0.1161,921517,1940
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,C6,C,6,7,0.1114,812632,2218
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,C7,C,7,7,0.1647,36796,372361
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,C8,C,8,7,0.1387,26851,240638
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,C9,C,9,7,0.2699,74005,364945
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,C10,C,10,7,0.123,29404,358548
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,C11,C,11,7,0.1385,21538,268126
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,C12,C,12,7,0.4751,14359,73749
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,D1,D,1,7,0.1697,1824883,2496
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,D2,D,2,7,0.1265,935301,2219
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,D3,D,3,7,0.2213,4740836,4716
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,D4,D,4,7,0.1237,1174232,1941
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,D5,D,5,7,0.0802,12289,3605
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,D6,D,6,7,0.0768,11252,1942
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,D7,D,7,7,0.1861,56541,309288
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,D8,D,8,7,0.1731,23333,186664
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,D9,D,9,7,0.1393,33896,170290
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,D10,D,10,7,0.5444,22506,280700
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,D11,D,11,7,0.0811,12286,1664
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,D12,D,12,7,0.0888,8355,2493
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,E1,E,1,7,0.0869,9193,1385
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,E2,E,2,7,0.079,9601,1940
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,E3,E,3,7,0.0798,9672,1941
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,E4,E,4,7,0.0826,11947,1109
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,E5,E,5,7,0.0841,12571,2773
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,E6,E,6,7,0.0812,12156,1941
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,E7,E,7,7,0.0819,12157,3051
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,E8,E,8,7,0.0814,10224,2773
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,E9,E,9,7,0.0812,10911,1941
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,E10,E,10,7,0.0792,9462,832
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,E11,E,11,7,0.0818,10429,1387
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,E12,E,12,7,0.1485,7460,1109
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,F1,F,1,7,0.0696,7249,2775
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,F2,F,2,7,0.07,6077,555
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,F3,F,3,7,0.0704,7111,1387
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,F4,F,4,7,0.0698,6284,3329
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,F5,F,5,7,0.0722,6906,1942
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,F6,F,6,7,0.0682,6146,833
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,F7,F,7,7,0.0702,6491,1665
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,F8,F,8,7,0.0715,5868,1665
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,F9,F,9,7,0.0668,6009,2220
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,F10,F,10,7,0.0705,7459,555
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,F11,F,11,7,0.0708,7112,1387
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,F12,F,12,7,0.0731,8151,831
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,G1,G,1,7,0.069,6979,1109
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,G2,G,2,7,0.0711,7117,2219
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,G3,G,3,7,0.0735,8014,1387
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,G4,G,4,7,0.0732,5733,1387
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,G5,G,5,7,0.0711,7462,2497
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,G6,G,6,7,0.0724,7322,1387
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,G7,G,7,7,0.0691,6493,1387
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,G8,G,8,7,0.07,7115,1387
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,G9,G,9,7,0.0743,6977,2220
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,G10,G,10,7,0.0713,6561,1388
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,G11,G,11,7,0.0706,7461,832
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,G12,G,12,7,0.0705,6701,277
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,H1,H,1,7,0.1408,6423,833
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,H2,H,2,7,0.0762,7528,2498
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,H3,H,3,7,0.0748,7527,2221
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,H4,H,4,7,0.0759,7461,2776
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,H5,H,5,7,0.0758,7115,1665
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,H6,H,6,7,0.0747,8288,1110
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,H7,H,7,7,0.0762,8012,555
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,H8,H,8,7,0.0769,7320,1943
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,H9,H,9,7,0.0773,6908,3053
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,H10,H,10,7,0.0767,8635,2498
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,H11,H,11,7,0.0987,8150,1110
PlateA_T0_Dip_Mel_Trial4,2024-02_Peffect_Trial4,H12,H,12,7,0.1456,6562,1663
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,A1,A,1,7,0.0844,10585,84959
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,A2,A,2,7,0.4068,16332,87955
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,A3,A,3,7,0.1496,12637,145692
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,A4,A,4,7,0.14,12634,128779
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,A5,A,5,7,0.267,20890,285710
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,A6,A,6,7,0.1907,16099,228719
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,A7,A,7,7,0.1914,1229340,2413
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,A8,A,8,7,0.1805,1635457,3219
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,A9,A,9,7,0.1073,11586,1073
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,A10,A,10,7,0.1969,1302434,3758
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,A11,A,11,7,0.431,3001476,1879
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,A12,A,12,7,0.6098,1530351,1342
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,B1,B,1,7,0.1815,19145,250207
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,B2,B,2,7,0.0959,12280,90019
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,B3,B,3,7,0.1101,17619,184896
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,B4,B,4,7,0.101,18526,169283
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,B5,B,5,7,0.1267,39753,262259
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,B6,B,6,7,0.1214,58265,339397
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,B7,B,7,7,0.171,1416593,6448
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,B8,B,8,7,0.1238,767495,2418
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,B9,B,9,7,0.2034,879596,1074
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,B10,B,10,7,0.2169,2114209,3491
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,B11,B,11,7,0.0998,367374,1074
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,B12,B,12,7,0.3945,208572,4292
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,C1,C,1,7,0.0915,12355,107636
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,C2,C,2,7,0.1597,19503,215677
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,C3,C,3,7,0.1776,33457,486270
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,C4,C,4,7,0.1906,43098,423553
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,C5,C,5,7,0.1274,25191,308505
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,C6,C,6,7,0.138,24081,254490
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,C7,C,7,7,0.1925,1031403,2956
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,C8,C,8,7,0.2019,3487338,5105
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,C9,C,9,7,0.1523,799944,2687
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,C10,C,10,7,0.2479,2728430,2956
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,C11,C,11,7,0.1096,328433,2688
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,C12,C,12,7,0.1465,36026,2687
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,D1,D,1,7,0.1233,13812,134442
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,D2,D,2,7,0.1284,26236,279650
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,D3,D,3,7,0.2432,39973,516878
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,D4,D,4,7,0.1588,30688,344194
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,D5,D,5,7,0.2126,57127,418673
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,D6,D,6,7,0.1242,28320,343607
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,D7,D,7,7,0.1922,1019543,1882
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,D8,D,8,7,0.1317,349970,2151
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,D9,D,9,7,0.0927,286254,2150
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,D10,D,10,7,0.1274,490074,3763
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,D11,D,11,7,0.3342,4087898,2687
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,D12,D,12,7,0.0876,26736,2148
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,E1,E,1,7,0.1225,965116,1611
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,E2,E,2,7,0.12,665241,1613
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,E3,E,3,7,0.1555,639122,1882
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,E4,E,4,7,0.1483,716347,2958
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,E5,E,5,7,0.1412,766036,2688
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,E6,E,6,7,0.1094,391400,2957
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,E7,E,7,7,0.2134,33682,132025
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,E8,E,8,7,0.2166,47104,415226
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,E9,E,9,7,0.1245,22774,174004
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,E10,E,10,7,0.2054,40554,153839
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,E11,E,11,7,0.1547,33402,201697
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,E12,E,12,7,0.2779,12779,114017
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,F1,F,1,7,0.193,309714,2152
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,F2,F,2,7,0.1243,723209,2421
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,F3,F,3,7,0.0986,493401,1614
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,F4,F,4,7,0.2,1679414,3766
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,F5,F,5,7,0.2433,2606124,2690
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,F6,F,6,7,0.1399,602248,2421
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,F7,F,7,7,0.1313,25759,217358
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,F8,F,8,7,0.1608,42627,299430
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,F9,F,9,7,0.1634,51045,166251
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,F10,F,10,7,0.2528,56259,330041
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,F11,F,11,7,0.1923,30482,209203
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,F12,F,12,7,0.2194,13263,130044
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,G1,G,1,7,0.0763,7711,1612
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,G2,G,2,7,0.08,11184,3226
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,G3,G,3,7,0.079,9861,1882
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,G4,G,4,7,0.0782,10418,2152
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,G5,G,5,7,0.0792,10556,1883
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,G6,G,6,7,0.0779,12223,2690
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,G7,G,7,7,0.3332,2732387,119703
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,G8,G,8,7,0.251,5723904,132078
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,G9,G,9,7,0.1955,1179474,114619
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,G10,G,10,7,0.1625,1041527,110842
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,G11,G,11,7,0.1178,315767,91464
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,G12,G,12,7,0.0802,413885,21255
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,H1,H,1,7,0.0792,6876,2691
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,H2,H,2,7,0.0787,6875,1615
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,H3,H,3,7,0.0767,8540,3499
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,H4,H,4,7,0.0777,6807,2422
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,H5,H,5,7,0.0788,7848,1076
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,H6,H,6,7,0.0777,7571,538
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,H7,H,7,7,0.1025,404402,48984
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,H8,H,8,7,0.2401,1061910,68889
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,H9,H,9,7,0.1278,51057,80999
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,H10,H,10,7,0.2344,1122846,73725
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,H11,H,11,7,0.5019,1892146,68875
PlateB_T0_Dip_Trial4,2024-02_Peffect_Trial4,H12,H,12,7,0.1603,171582,44624
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,A1,A,1,7,0.1038,69858,91178
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,A2,A,2,7,0.129,47851,78711
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,A3,A,3,7,0.0732,11237,11814
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,A4,A,4,7,0.0868,27049,33881
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,A5,A,5,7,0.1517,69138,35255
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,A6,A,6,7,0.0987,12409,130330
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,A7,A,7,7,0.286,295586,11043
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,A8,A,8,7,0.1201,298596,4041
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,A9,A,9,7,0.1013,256337,9971
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,A10,A,10,7,0.2295,279603,10243
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,A11,A,11,7,0.2127,908139,11593
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,A12,A,12,7,0.1023,202153,6201
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B1,B,1,7,0.1037,52897,46668
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B2,B,2,7,0.1056,73274,134868
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B3,B,3,7,0.097,82722,69595
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B4,B,4,7,0.1028,58732,171289
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B5,B,5,7,0.1046,114783,103298
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B6,B,6,7,0.1223,73828,267851
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B7,B,7,7,0.0988,307304,25351
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B8,B,8,7,0.0923,251100,12945
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B9,B,9,7,0.0993,318905,36944
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B10,B,10,7,0.0922,258379,21840
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B11,B,11,7,0.0896,197748,20755
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B12,B,12,7,0.1506,227342,8082
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C1,C,1,7,0.0997,11237,63331
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C2,C,2,7,0.1084,17961,212774
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C3,C,3,7,0.1138,18657,213389
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C4,C,4,7,0.124,33219,449288
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C5,C,5,7,0.1026,23443,246615
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C6,C,6,7,0.1116,21844,284914
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C7,C,7,7,0.1052,724141,2428
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C8,C,8,7,0.0948,558230,1619
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C9,C,9,7,0.0879,407554,4857
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C10,C,10,7,0.093,323634,1619
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C11,C,11,7,0.0829,247973,809
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C12,C,12,7,0.1194,297900,2158
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D1,D,1,7,0.1067,13250,90135
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D2,D,2,7,0.1166,21020,296366
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D3,D,3,7,0.1232,22477,283429
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D4,D,4,7,0.1004,17483,207532
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D5,D,5,7,0.1178,20745,293632
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D6,D,6,7,0.099,23235,239650
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D7,D,7,7,0.0906,527377,4587
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D8,D,8,7,0.0874,345888,2159
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D9,D,9,7,0.1084,554297,1889
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D10,D,10,7,0.0861,260589,2428
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D11,D,11,7,0.0866,248834,1888
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D12,D,12,7,0.0893,156405,809
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E1,E,1,7,0.1603,209885,1618
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E2,E,2,7,0.0892,250994,3238
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E3,E,3,7,0.1442,2332226,1619
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E4,E,4,7,0.0997,374237,2699
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E5,E,5,7,0.0937,502134,2429
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E6,E,6,7,0.0886,312344,1620
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E7,E,7,7,0.0972,25324,150905
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E8,E,8,7,0.0928,33171,126344
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E9,E,9,7,0.0839,17276,69919
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E10,E,10,7,0.0954,22201,195461
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E11,E,11,7,0.0914,19705,167660
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E12,E,12,7,0.102,11032,34016
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F1,F,1,7,0.1248,192863,1890
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F2,F,2,7,0.0934,237817,1890
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F3,F,3,7,0.0923,356504,2700
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F4,F,4,7,0.0915,436468,1080
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F5,F,5,7,0.095,379012,3240
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F6,F,6,7,0.0904,416521,2970
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F7,F,7,7,0.095,21998,177114
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F8,F,8,7,0.0963,29623,167938
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F9,F,9,7,0.0908,17769,154430
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F10,F,10,7,0.0936,20959,200316
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F11,F,11,7,0.0965,16514,140870
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F12,F,12,7,0.0919,8328,28320
