experiment,plate,row,col,path,protect,plant,protect_od,path_od,date_inoc,date_germ,date_ster,date_process,light_dn,light_lx,temp_dn,MS,MES,pH,notes
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,C,5,N2C3,WCS365,col0,0.005,0.000625,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,D,5,N2C3,WCS365,col0,0.001,0.000625,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,E,5,N2C3,WCS365,col0,0.05,0.005,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,F,5,N2C3,WCS365,col0,0.01,0.005,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,G,5,N2C3,WCS365,col0,0.005,0.005,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,H,5,N2C3,WCS365,col0,0.001,0.005,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,A,6,MOCK,WCS365,col0,0.05,0,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,B,6,MOCK,WCS365,col0,0.01,0,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,C,6,MOCK,WCS365,col0,0.005,0,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,D,6,MOCK,WCS365,col0,0.001,0,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,E,6,N2C3,WCS365,col0,0.05,0.01,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,F,6,N2C3,WCS365,col0,0.01,0.01,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,G,6,N2C3,WCS365,col0,0.005,0.01,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,H,6,N2C3,WCS365,col0,0.001,0.01,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,A,7,N2C3,WCS365,col0,0.05,0.01,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,B,7,N2C3,WCS365,col0,0.01,0.01,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,C,7,N2C3,WCS365,col0,0.005,0.01,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,D,7,N2C3,WCS365,col0,0.001,0.01,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,E,7,MOCK,MOCK,col0,0,0,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,F,7,MOCK,MOCK,col0,0,0,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,G,7,MOCK,MOCK,col0,0,0,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,H,7,MOCK,MOCK,col0,0,0,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,A,8,N2C3,MOCK,col0,0,0.005,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,B,8,N2C3,MOCK,col0,0,0.005,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,C,8,N2C3,MOCK,col0,0,0.005,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,D,8,N2C3,MOCK,col0,0,0.005,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,E,8,N2C3,MOCK,col0,0,0.000625,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,F,8,N2C3,MOCK,col0,0,0.000625,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,G,8,N2C3,MOCK,col0,0,0.000625,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,H,8,N2C3,MOCK,col0,0,0.000625,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,A,9,N2C3,MOCK,col0,0,0.0025,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,B,9,N2C3,MOCK,col0,0,0.0025,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,C,9,N2C3,MOCK,col0,0,0.0025,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,D,9,N2C3,MOCK,col0,0,0.0025,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,E,9,N2C3,MOCK,col0,0,0.00125,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,F,9,N2C3,MOCK,col0,0,0.00125,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,G,9,N2C3,MOCK,col0,0,0.00125,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,H,9,N2C3,MOCK,col0,0,0.00125,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,A,10,N2C3,MOCK,col0,0,0.00125,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,B,10,N2C3,MOCK,col0,0,0.00125,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,C,10,N2C3,MOCK,col0,0,0.00125,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,D,10,N2C3,MOCK,col0,0,0.00125,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,E,10,N2C3,MOCK,col0,0,0.0025,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,F,10,N2C3,MOCK,col0,0,0.0025,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,G,10,N2C3,MOCK,col0,0,0.0025,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,H,10,N2C3,MOCK,col0,0,0.0025,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,A,11,N2C3,MOCK,col0,0,0.000625,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,B,11,N2C3,MOCK,col0,0,0.000625,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,C,11,N2C3,MOCK,col0,0,0.000625,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,D,11,N2C3,MOCK,col0,0,0.000625,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,E,11,N2C3,MOCK,col0,0,0.005,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,F,11,N2C3,MOCK,col0,0,0.005,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,G,11,N2C3,MOCK,col0,0,0.005,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,H,11,N2C3,MOCK,col0,0,0.005,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,A,12,MOCK,MOCK,col0,0,0,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,B,12,MOCK,MOCK,col0,0,0,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,C,12,MOCK,MOCK,col0,0,0,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,D,12,MOCK,MOCK,col0,0,0,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,E,12,N2C3,MOCK,col0,0,0.01,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,F,12,N2C3,MOCK,col0,0,0.01,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,G,12,N2C3,MOCK,col0,0,0.01,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
2023-02-01_gradient_polymyxan2c3,N2C3_plate001_cropped,H,12,N2C3,MOCK,col0,0,0.01,2023-02-01,2023-01-27,2023-01-24,,,,,0.5,0.5,5.8,
