plate	experiment	row	col	StrainMix	protect	path	lacZ_path	plant	protect_od	path_od	date_inoc	date_germ	date_ster	date_process	light_dn	light_lx	temp_dn	MS	MES	pH	notes	protect_v2	path_v2	protect2	path_od_adj	path_od_actual	totalOD	ratio_protect	ratio_path	ratio	protect_cells	path_cells	total_cells	protect_cells_log	path_cells_log	total_cells_log	plant_age	well	all_plant_pixels	ratio_r_q5	ratio_g_q5	ratio_b_q5	ratio_r_median	ratio_g_median	ratio_b_median	ratio_r_q95	ratio_g_q95	ratio_b_q95	pix_r_median	pix_g_median	pix_b_median	diff_rb_median	diff_gb_median	diff_gr_median	subimage.all_plant_pixels.ratio_r_q5.ratio_g_q5.ratio_b_q5.ratio_r_median.ratio_g_median.ratio_b_median.ratio_r_q95.ratio_g_q95.ratio_b_q95.pix_r_median.pix_g_median.pix_b_median.diff_rb_median.diff_gb_median.diff_gr_median
final_scan_polymyxan2c3001_cropped	2022-12-06_athal_96_polymyxan2c3	F	7	WCS365-MOCK	WCS365	MOCK	NA	col0	8.33333333333333e-06	1.66666666666667e-06	2022-11-29	2022-11-23	2022-11-21	2022-12-06	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	1.66666666666667e-06	1.66666666666667e-06	1e-05	4.99999999999999	1	4.99999999999999-1	3340.10416666667	668.020833333335	4008.125	3.52389001598632	2.82543964192452	3.6030495972742	6	F7	14171	0.330617775565511	0.392947103274559	0.180257510729614	0.340983606557377	0.442622950819672	0.216666666666667	0.355648535564854	0.474509803921569	0.261834046554133	102	132	65	37	67	30	NA
final_scan_polymyxan2c3001_cropped	2022-12-06_athal_96_polymyxan2c3	A	8	MOCK-MOCK	MOCK	MOCK	NA	col0	0	1.66666666666667e-06	2022-11-29	2022-11-23	2022-11-21	2022-12-06	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	1.66666666666667e-06	1.66666666666667e-06	1.66666666666667e-06	0	1	0-1	0	668.020833333335	668.020833333335	0	2.82543964192452	2.82543964192452	6	A8	20460	0.338753387533875	0.390862416496934	0.14878892733564	0.359109133244237	0.442675159235669	0.2	0.375350140056022	0.480264336917563	0.262019873508844	117	145	65	51	79	28	NA
final_scan_polymyxan2c3001_cropped	2022-12-06_athal_96_polymyxan2c3	F	8	WCS365-MOCK	WCS365	MOCK	NA	col0	8.33333333333333e-06	1.66666666666667e-06	2022-11-29	2022-11-23	2022-11-21	2022-12-06	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	1.66666666666667e-06	1.66666666666667e-06	1e-05	4.99999999999999	1	4.99999999999999-1	3340.10416666667	668.020833333335	4008.125	3.52389001598632	2.82543964192452	3.6030495972742	6	F8	25174	0.336666666666667	0.381804377834747	0.158438502300934	0.355392156862745	0.435967302452316	0.210031347962382	0.373655913978495	0.47357763567798	0.265934065934066	131	160	76	53	82	30	NA
final_scan_polymyxan2c3001_cropped	2022-12-06_athal_96_polymyxan2c3	A	11	MOCK-N2C3	MOCK	N2C3	NA	col0	0	1.66666666666667e-06	2022-11-29	2022-11-23	2022-11-21	2022-12-06	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	1.66666666666667e-06	1.66666666666667e-06	1.66666666666667e-06	0	1	0-1	0	668.020833333335	668.020833333335	0	2.82543964192452	2.82543964192452	6	A11	19011	0.332075471698113	0.349726775956284	0.194610778443114	0.346478873239437	0.43343653250774	0.219879518072289	0.365914786967419	0.454545454545455	0.286713286713287	116	144	72	41	69	29	NA
final_scan_polymyxan2c3001_cropped	2022-12-06_athal_96_polymyxan2c3	F	11	WCS365-N2C3	WCS365	N2C3	NA	col0	8.33333333333333e-06	1.66666666666667e-06	2022-11-29	2022-11-23	2022-11-21	2022-12-06	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	1.66666666666667e-06	1.66666666666667e-06	1e-05	4.99999999999999	1	4.99999999999999-1	3340.10416666667	668.020833333335	4008.125	3.52389001598632	2.82543964192452	3.6030495972742	6	F11	35718	0.335548172757475	0.394158117971987	0.194528875379939	0.347682119205298	0.441441441441441	0.211180124223602	0.362944162436548	0.455737704918033	0.262459779736835	118	149	71	46	77	32	NA
final_scan_polymyxan2c3001_cropped	2022-12-06_athal_96_polymyxan2c3	H	11	MOCK-N2C3	MOCK	N2C3	NA	col0	0	1.66666666666667e-06	2022-11-29	2022-11-23	2022-11-21	2022-12-06	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	1.66666666666667e-06	1.66666666666667e-06	1.66666666666667e-06	0	1	0-1	0	668.020833333335	668.020833333335	0	2.82543964192452	2.82543964192452	6	H11	4	0.354084931291097	0.334067803283852	0.30185758708421	0.35696496460036	0.334875770774982	0.308184858198703	0.361691742312404	0.336450670603386	0.311811434421388	155	145.5	134	22.5	12	-10	NA
final_scan_polymyxan2c3001_cropped	2022-12-06_athal_96_polymyxan2c3	A	12	MOCK-N2C3	MOCK	N2C3	NA	col0	0	1.66666666666667e-06	2022-11-29	2022-11-23	2022-11-21	2022-12-06	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	1.66666666666667e-06	1.66666666666667e-06	1.66666666666667e-06	0	1	0-1	0	668.020833333335	668.020833333335	0	2.82543964192452	2.82543964192452	6	A12	6881	0.337349397590361	0.362105263157895	0.210191082802548	0.356410256410256	0.403892944038929	0.237726098191214	0.377142857142857	0.439189189189189	0.277899343544858	136	151	91	41	60	18	NA
final_scan_polymyxan2c3001_cropped	2022-12-06_athal_96_polymyxan2c3	F	12	WCS365-N2C3	WCS365	N2C3	NA	col0	8.33333333333333e-06	1.66666666666667e-06	2022-11-29	2022-11-23	2022-11-21	2022-12-06	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	1.66666666666667e-06	1.66666666666667e-06	1e-05	4.99999999999999	1	4.99999999999999-1	3340.10416666667	668.020833333335	4008.125	3.52389001598632	2.82543964192452	3.6030495972742	6	F12	8967	0.333333333333333	0.387933752566884	0.190034220532319	0.34251968503937	0.431372549019608	0.225705329153605	0.351097178683386	0.464944649446494	0.26662261380323	110	138	72	37	65	28	NA
final_scan_polymyxan2c3001_cropped	2022-12-06_athal_96_polymyxan2c3	H	12	MOCK-N2C3	MOCK	N2C3	NA	col0	0	1.66666666666667e-06	2022-11-29	2022-11-23	2022-11-21	2022-12-06	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	1.66666666666667e-06	1.66666666666667e-06	1.66666666666667e-06	0	1	0-1	0	668.020833333335	668.020833333335	0	2.82543964192452	2.82543964192452	6	H12	3	0.354570163858041	0.346978963054712	0.293468234636425	0.355828220858896	0.350157728706625	0.294303797468354	0.356403011360338	0.351155013376992	0.29722179078978	113	111	93	19	18	-2	NA
athal_scan_001_cropped	2022-12-10_ahtal_96_polymyxan2c3	B	9	WCS365-MOCK	WCS365	MOCK	NA	col0	0.001	0	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0	0	0.001	1	0	1-0	400812.5	0	400812.5	5.60294234079524	0	5.60294234079524	5	B9	6584	0.35757165719044	0.34375	0.00609756097560976	0.416216216216216	0.375438942349158	0.1875	0.552926829268293	0.539772727272727	0.291057963819158	116	106	50	62	50	-12	NA
athal_scan_001_cropped	2022-12-10_ahtal_96_polymyxan2c3	C	9	WCS365-N2C3	WCS365	N2C3	NA	col0	0.001	0.001	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0.001	0.001	0.002	1	1	1-1	400812.5	400812.5	801625	5.60294234079524	5.60294234079524	5.90397179469259	5	C9	5934	0.354961832061069	0.354285714285714	0	0.39931148084945	0.441082527185246	0.153166171952299	0.497954049416038	0.546052631578947	0.288306451612903	140	155	51	81.5	94	12	NA
athal_scan_001_cropped	2022-12-10_ahtal_96_polymyxan2c3	E	9	WCS365-N2C3	WCS365	N2C3	NA	col0	0.001	0.001	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0.001	0.001	0.002	1	1	1-1	400812.5	400812.5	801625	5.60294234079524	5.60294234079524	5.90397179469259	5	E9	4737	0.354523227383863	0.356288700706753	0	0.417366946778712	0.462328767123288	0.114441416893733	0.470345260514752	0.557875194634088	0.286288330310098	130	145	36	92	105	9	NA
athal_scan_001_cropped	2022-12-10_ahtal_96_polymyxan2c3	F	9	WCS365-MOCK	WCS365	MOCK	NA	col0	0.001	0	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0	0	0.001	1	0	1-0	400812.5	0	400812.5	5.60294234079524	0	5.60294234079524	5	F9	5907	0.358748829421947	0.36128130835104	0	0.417682926829268	0.444736842105263	0.137254901960784	0.483516483516484	0.552924208144796	0.27820930278452	139	148	47	90	97	8	NA
athal_scan_001_cropped	2022-12-10_ahtal_96_polymyxan2c3	B	10	WCS365-MOCK	WCS365	MOCK	NA	col0	0.001	0	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0	0	0.001	1	0	1-0	400812.5	0	400812.5	5.60294234079524	0	5.60294234079524	5	B10	7770	0.355102040816327	0.353281853281853	0	0.404554884949076	0.40690572267058	0.165501165501166	0.486187845303867	0.59817673564753	0.289750485483708	153	150	63	76	83	-1	NA
athal_scan_001_cropped	2022-12-10_ahtal_96_polymyxan2c3	C	10	WCS365-N2C3	WCS365	N2C3	NA	col0	0.001	0.001	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0.001	0.001	0.002	1	1	1-1	400812.5	400812.5	801625	5.60294234079524	5.60294234079524	5.90397179469259	5	C10	9639	0.356273875572121	0.347991651433334	0	0.398416886543536	0.417344173441734	0.180851063829787	0.475560975609756	0.583333333333333	0.29277644937478	141	146	61	72	76	6	NA
athal_scan_001_cropped	2022-12-10_ahtal_96_polymyxan2c3	E	10	WCS365-N2C3	WCS365	N2C3	NA	col0	0.001	0.001	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0.001	0.001	0.002	1	1	1-1	400812.5	400812.5	801625	5.60294234079524	5.60294234079524	5.90397179469259	5	E10	7304	0.354961832061069	0.350249345320816	0	0.385964912280702	0.376880458744658	0.230366492146597	0.462555066079295	0.576354679802956	0.291195090942114	151	151	89	61	56	-1	NA
athal_scan_001_cropped	2022-12-10_ahtal_96_polymyxan2c3	F	10	WCS365-MOCK	WCS365	MOCK	NA	col0	0.001	0	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0	0	0.001	1	0	1-0	400812.5	0	400812.5	5.60294234079524	0	5.60294234079524	5	F10	6645	0.355899419729207	0.345703125	0	0.4125	0.376712328767123	0.206225680933852	0.557873578418408	0.452830188679245	0.297029702970297	177	168	97	78	61	-12	NA
athal_scan_001_cropped	2022-12-10_ahtal_96_polymyxan2c3	B	11	MOCK-MOCK	MOCK	MOCK	NA	col0	0	0	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0	0	0	0	0	0-0	0	0	0	0	0	0	5	B11	10514	0.3480890272047	0.368421052631579	0	0.390804597701149	0.513566095278158	0.066413457103321	0.455555555555556	0.635802469135803	0.271493212669683	106	132	16	73	102	25	NA
athal_scan_001_cropped	2022-12-10_ahtal_96_polymyxan2c3	C	11	MOCK-N2C3	MOCK	N2C3	NA	col0	0	0.001	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0.001	0.001	0.001	0	1	0-1	0	400812.5	400812.5	0	5.60294234079524	5.60294234079524	5	C11	1718	0.355344996031019	0.340767088332956	0.131840796019901	0.384353741496599	0.351351351351351	0.264755480607083	0.493606138107417	0.375048200514139	0.302372031892499	219	193	146	69	50	-19	NA
athal_scan_001_cropped	2022-12-10_ahtal_96_polymyxan2c3	E	11	MOCK-N2C3	MOCK	N2C3	NA	col0	0	0.001	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0.001	0.001	0.001	0	1	0-1	0	400812.5	400812.5	0	5.60294234079524	5.60294234079524	5	E11	2544	0.355123674911661	0.343014286920187	0.0910482374768089	0.378314484697463	0.356435643564356	0.264150943396226	0.473320987654321	0.414888676635268	0.300371121013637	184	172	127	56	45	-9	NA
athal_scan_001_cropped	2022-12-10_ahtal_96_polymyxan2c3	F	11	MOCK-MOCK	MOCK	MOCK	NA	col0	0	0	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0	0	0	0	0	0-0	0	0	0	0	0	0	5	F11	8155	0.353629976580796	0.352817015969417	0	0.403508771929825	0.440613026819923	0.115207373271889	0.545955265610438	0.6171875	0.284575986177319	100	110	26	60	67	5	NA
athal_scan_001_cropped	2022-12-10_ahtal_96_polymyxan2c3	B	12	MOCK-MOCK	MOCK	MOCK	NA	col0	0	0	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0	0	0	0	0	0-0	0	0	0	0	0	0	5	B12	2459	0.354833386564463	0.343257443082312	0.072027027027027	0.370093457943925	0.354054054054054	0.276169265033408	0.445945945945946	0.476954025397091	0.299632352941176	184	171	131	46	38	-7	NA
athal_scan_001_cropped	2022-12-10_ahtal_96_polymyxan2c3	C	12	MOCK-N2C3	MOCK	N2C3	NA	col0	0	0.001	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0.001	0.001	0.001	0	1	0-1	0	400812.5	400812.5	0	5.60294234079524	5.60294234079524	5	C12	3392	0.355693449814405	0.351778656126482	0	0.401507129079838	0.389976076555024	0.208388302550572	0.497347710404705	0.507165922363449	0.291446625756457	151	147	77.5	69	66	-3	NA
athal_scan_001_cropped	2022-12-10_ahtal_96_polymyxan2c3	E	12	MOCK-N2C3	MOCK	N2C3	NA	col0	0	0.001	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0.001	0.001	0.001	0	1	0-1	0	400812.5	400812.5	0	5.60294234079524	5.60294234079524	5	E12	2391	0.355555555555556	0.336923076923077	0.0769230769230769	0.412474849094567	0.351473922902494	0.24031007751938	0.511730072463768	0.419129780625121	0.30127786491892	189	164	113	76	49	-22	NA
athal_scan_002_cropped	2022-12-10_ahtal_96_polymyxan2c3	B	3	MOCK-N2C3	MOCK	N2C3	NA	col0	0	0.001	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0.001	0.001	0.001	0	1	0-1	0	400812.5	400812.5	0	5.60294234079524	5.60294234079524	5	B3	9103	0.3568291351331	0.353253289095478	0.048804399808704	0.391752577319588	0.422535211267606	0.173575129533679	0.435151423226655	0.550925925925926	0.284347403083371	134	141	56	71	83	10	NA
athal_scan_002_cropped	2022-12-10_ahtal_96_polymyxan2c3	C	3	MOCK-MOCK	MOCK	MOCK	NA	col0	0	0	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0	0	0	0	0	0-0	0	0	0	0	0	0	5	C3	11322	0.349058319039451	0.398459516400255	0	0.370618199691682	0.503787878787879	0.121863799283154	0.403041825095057	0.615384615384615	0.244845360824742	100	134	32	65	102	34	NA
athal_scan_002_cropped	2022-12-10_ahtal_96_polymyxan2c3	F	3	MOCK-MOCK	MOCK	MOCK	NA	col0	0	0	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0	0	0	0	0	0-0	0	0	0	0	0	0	5	F3	21437	0.335815388004626	0.375286041189931	0.00523560209424084	0.358490566037736	0.508130081300813	0.131868131868132	0.40625	0.61849710982659	0.268592710481728	90	125	32	54	90	36	NA
athal_scan_002_cropped	2022-12-10_ahtal_96_polymyxan2c3	G	3	MOCK-N2C3	MOCK	N2C3	NA	col0	0	0.001	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0.001	0.001	0.001	0	1	0-1	0	400812.5	400812.5	0	5.60294234079524	5.60294234079524	5	G3	3016	0.353677792041078	0.370779182679614	0.114285942389985	0.37546087396345	0.439373519562199	0.178787878787879	0.418968600953895	0.483360927152318	0.27151866213224	128	148	58	63	84	19	NA
athal_scan_002_cropped	2022-12-10_ahtal_96_polymyxan2c3	B	4	MOCK-N2C3	MOCK	N2C3	NA	col0	0	0.001	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0.001	0.001	0.001	0	1	0-1	0	400812.5	400812.5	0	5.60294234079524	5.60294234079524	5	B4	4378	0.357001372268965	0.350597609561753	0.133302373581011	0.397163120567376	0.407766990291262	0.186396192001424	0.421487603305785	0.466666666666667	0.28861081691871	156	160	72	75	82.5	2	NA
athal_scan_002_cropped	2022-12-10_ahtal_96_polymyxan2c3	C	4	MOCK-MOCK	MOCK	MOCK	NA	col0	0	0	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0	0	0	0	0	0-0	0	0	0	0	0	0	5	C4	17067	0.350332594235033	0.385185185185185	0.0644171779141104	0.373333333333333	0.465753424657534	0.158088235294118	0.402777777777778	0.549668239075216	0.261682242990654	129	157	53	69	101	30	NA
athal_scan_002_cropped	2022-12-10_ahtal_96_polymyxan2c3	F	4	MOCK-MOCK	MOCK	MOCK	NA	col0	0	0	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0	0	0	0	0	0-0	0	0	0	0	0	0	5	F4	20299	0.326238972496108	0.402948402948403	0.0960698689956332	0.35408560311284	0.492647058823529	0.152263374485597	0.379011097526568	0.54585152838428	0.253606506414834	95	134	41	56	93	37	NA
athal_scan_002_cropped	2022-12-10_ahtal_96_polymyxan2c3	B	5	WCS365-N2C3	WCS365	N2C3	NA	col0	0.001	0.001	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0.001	0.001	0.002	1	1	1-1	400812.5	400812.5	801625	5.60294234079524	5.60294234079524	5.90397179469259	5	B5	11202	0.347107438016529	0.378153953889248	0.0374555243445693	0.371263070873179	0.491525423728814	0.137931034482759	0.415683210784314	0.567960319339671	0.267996624472574	103	136	38	64	97	33	NA
athal_scan_002_cropped	2022-12-10_ahtal_96_polymyxan2c3	C	5	WCS365-MOCK	WCS365	MOCK	NA	col0	0.001	0	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0	0	0.001	1	0	1-0	400812.5	0	400812.5	5.60294234079524	0	5.60294234079524	5	C5	11092	0.352112676056338	0.370093457943925	0.0380952380952381	0.377496741934626	0.489546911421911	0.127218934911243	0.412541254125413	0.564814814814815	0.271783874391178	111	142	37	69	102	31	NA
athal_scan_002_cropped	2022-12-10_ahtal_96_polymyxan2c3	F	5	WCS365-MOCK	WCS365	MOCK	NA	col0	0.001	0	2022-12-10	2022-12-05	2022-12-02	2022-12-19	NA	NA	NA	0.5	0.5	5.8	NA	NA	NA	NA	0	0	0.001	1	0	1-0	400812.5	0	400812.5	5.60294234079524	0	5.60294234079524	5	F5	15767	0.331850314292988	0.381225828729282	0.037037037037037	0.357142857142857	0.509293680297398	0.132231404958678	0.4	0.581395348837209	0.265537772923172	95	133	34	57	95	38	NA
