UniqueID	plate	experiment	well	row	col	plate_filled_with	StrainMix	strain1	lacZ_strain1	fluor_strain1	strain2	lacZ_strain2	fluor_strain2	transfer_h	plant	strain1_od	strain2_od	Type	date_ster	date_germ	date_inoc	date_process	light_dn	light_lx	temp_dn	MS	MES	pH	notes	plant_quality	strain0	Incubator_germ	Incubator_growth	totalOD	ratio_strain2	ratio_strain1	ratio	strain2_cells	strain1_cells	total_cells	strain2_cells_log	strain1_cells_log	total_cells_log	plant_age	all_plant_pixels	ratio_r_q5	ratio_g_q5	ratio_b_q5	ratio_r_median	ratio_g_median	ratio_b_median	ratio_r_q95	ratio_g_q95	ratio_b_q95	pix_r_median	pix_g_median	pix_b_median	diff_rb_median	diff_gb_median	diff_gr_median	hue	saturation	value	Healthiness_rgb	Healthiness_hsv	neon_top	crim_top	neon_btm	crim_btm	abs600	readtime	abs600nm	crim_top_blanks	neon_top_blanks	fluor_offset	crim_raw_blanked	neon_raw_blanked	ratio_cn_fluor	CN_FC_fluor	CN_FC_fluor_offset	S12_FC_fluor	S12_FC_fluor_offset	WN_FC_fluor	WN_FC_fluor_offset
2024_03_Peffect_Trial5_PlateP1_T0_Dip_Trial5_A_11	PlateP1_T0_Dip_Trial5	2024-03-20	A11	A	11	MOCK	N2C3-MOCK	N2C3	NA	crim	MOCK	NA	NA	0.01	col0	0.001	0	doubledip	2024-03-13	2024-03-15	2024-03-20	2024-03-27	NA	110	23_23	0.5	0.5	5.8	NA	good	NA	NA	NA	0.001	0	1	0-1	0	1457500	1457500	0	6.16360886140315	6.16360886140315	5	5049	0.328298017771702	0.389218929804373	0.200636942675159	0.342105263157895	0.429447852760736	0.228486646884273	0.355029585798817	0.451505016722408	0.276903031821599	113	141	75	37	66	29	0.237373737373737	0.468085106382979	0.552941176470588	459.208130886714	411.476819790962	15775	92310	NA	NA	NA	7	0.259	2296.50980392157	15084.5882352941	-1.293638561443	90013.4901960784	690.411764705883	130.376530061628	7.02654037367505	8.32017893511805	7.02654037367505	8.32017893511805	-7.02654037367505	-8.32017893511805
2024_03_Peffect_Trial5_PlateP1_T0_Dip_Trial5_A_12	PlateP1_T0_Dip_Trial5	2024-03-20	A12	A	12	MOCK	N2C3-MOCK	N2C3	NA	crim	MOCK	NA	NA	0.01	col0	0.001	0	doubledip	2024-03-13	2024-03-15	2024-03-20	2024-03-27	NA	110	23_23	0.5	0.5	5.8	NA	good	NA	NA	NA	0.001	0	1	0-1	0	1457500	1457500	0	6.16360886140315	6.16360886140315	5	2807	0.325183353232134	0.387005649717514	0.209935888728913	0.334494773519164	0.432142857142857	0.233449477351916	0.344202898550725	0.453679447487497	0.279050494667866	98	126	68	29	58	29	0.247126436781609	0.46031746031746	0.494117647058824	400.014064001101	392.277977377471	16673	83412	NA	NA	NA	7	0.1444	2296.50980392157	15084.5882352941	-1.293638561443	81115.4901960784	1588.41176470588	51.0670419336123	5.67432058802216	6.96795914946516	5.67432058802216	6.96795914946516	-5.67432058802216	-6.96795914946516
2024_03_Peffect_Trial5_PlateP1_T0_Dip_Trial5_B_1	PlateP1_T0_Dip_Trial5	2024-03-20	B1	B	1	MOCK	WCS365-MOCK	WCS365	NA	neon	MOCK	NA	NA	0.01	col0	0.001	0	doubledip	2024-03-13	2024-03-15	2024-03-20	2024-03-27	NA	110	23_23	0.5	0.5	5.8	NA	good	NA	NA	NA	0.001	0	1	0-1	0	1457500	1457500	0	6.16360886140315	6.16360886140315	5	3994	0.324232081911263	0.392059553349876	0.211359769354381	0.335526315789474	0.435374149659864	0.229651162790698	0.350157728706625	0.448148148148148	0.271232876712329	99	129	68	31	61	30	0.248633879781421	0.472868217054264	0.505882352941176	435.783530821651	423.434143814148	1134261	2161	NA	NA	NA	7	0.3209	2296.50980392157	15084.5882352941	-1.293638561443	-135.509803921569	1119176.41176471	NA	NA	NA	NA	NA	NA	NA
2024_03_Peffect_Trial5_PlateP1_T0_Dip_Trial5_B_2	PlateP1_T0_Dip_Trial5	2024-03-20	B2	B	2	MOCK	WCS365-MOCK	WCS365	NA	neon	MOCK	NA	NA	0.01	col0	0.001	0	doubledip	2024-03-13	2024-03-15	2024-03-20	2024-03-27	NA	110	23_23	0.5	0.5	5.8	NA	good	NA	NA	NA	0.001	0	1	0-1	0	1457500	1457500	0	6.16360886140315	6.16360886140315	5	4927	0.329787234042553	0.393373468254985	0.206153915717128	0.339041095890411	0.441077441077441	0.219814241486068	0.351332362807773	0.450704225352113	0.269590309579186	102	133	66	36	66	31	0.243781094527363	0.503759398496241	0.52156862745098	472.661849492015	453.485875334993	278418	2161	NA	NA	NA	7	0.1276	2296.50980392157	15084.5882352941	-1.293638561443	-135.509803921569	263333.411764706	NA	NA	NA	NA	NA	NA	NA
2024_03_Peffect_Trial5_PlateP1_T0_Dip_Trial5_B_3	PlateP1_T0_Dip_Trial5	2024-03-20	B3	B	3	MOCK	WCS365-MOCK	WCS365	NA	neon	MOCK	NA	NA	0.01	col0	0.001	0	doubledip	2024-03-13	2024-03-15	2024-03-20	2024-03-27	NA	110	23_23	0.5	0.5	5.8	NA	good	NA	NA	NA	0.001	0	1	0-1	0	1457500	1457500	0	6.16360886140315	6.16360886140315	5	6340	0.334319526627219	0.381944444444444	0.180269104108074	0.346875	0.434842827893532	0.220183486238532	0.364431486880466	0.461806186868687	0.276255707762557	118	148	75	42	73	29	0.235159817351598	0.493243243243243	0.580392156862745	498.082665667492	441.016045696235	536054	4322	NA	NA	NA	7	0.144	2296.50980392157	15084.5882352941	-1.293638561443	2025.49019607843	520969.411764706	0.00388792537592061	-8.00678375625915	-6.71314519481615	8.00678375625915	6.71314519481615	8.00678375625915	6.71314519481615
2024_03_Peffect_Trial5_PlateP1_T0_Dip_Trial5_B_4	PlateP1_T0_Dip_Trial5	2024-03-20	B4	B	4	MOCK	WCS365-MOCK	WCS365	NA	neon	MOCK	NA	NA	0.01	col0	0.001	0	doubledip	2024-03-13	2024-03-15	2024-03-20	2024-03-27	NA	110	23_23	0.5	0.5	5.8	NA	good	NA	NA	NA	0.001	0	1	0-1	0	1457500	1457500	0	6.16360886140315	6.16360886140315	5	6748	0.333333333333333	0.392156862745098	0.175514853951712	0.343108504398827	0.444108761329305	0.21183800623053	0.3584229390681	0.46984126984127	0.270645731977001	112	145	69	42	76	32	0.239035087719298	0.524137931034483	0.568627450980392	536.093519939794	479.755284675186	776344	2971	NA	NA	NA	7	0.1364	2296.50980392157	15084.5882352941	-1.293638561443	674.490196078431	761259.411764706	0.000886018859871786	-10.1403749711146	-8.84673640967163	10.1403749711146	8.84673640967163	10.1403749711146	8.84673640967163
2024_03_Peffect_Trial5_PlateP1_T0_Dip_Trial5_B_5	PlateP1_T0_Dip_Trial5	2024-03-20	B5	B	5	MOCK	WCS365-MOCK	WCS365	NA	neon	MOCK	NA	NA	0.01	col0	0.001	0	doubledip	2024-03-13	2024-03-15	2024-03-20	2024-03-27	NA	110	23_23	0.5	0.5	5.8	NA	good	NA	NA	NA	0.001	0	1	0-1	0	1457500	1457500	0	6.16360886140315	6.16360886140315	5	4391	0.336363636363636	0.381652811986864	0.179487179487179	0.355828220858896	0.43360433604336	0.209366391184573	0.370820668693009	0.45679012345679	0.276255707762557	127	154	74	51	79	27	0.222916666666667	0.519480519480519	0.603921568627451	484.474090081791	421.823451801188	719505	2701	NA	NA	NA	7	0.1725	2296.50980392157	15084.5882352941	-1.293638561443	404.490196078431	704420.411764706	0.000574217029096456	-10.7661162635137	-9.47247770207074	10.7661162635137	9.47247770207074	10.7661162635137	9.47247770207074
2024_03_Peffect_Trial5_PlateP1_T0_Dip_Trial5_B_6	PlateP1_T0_Dip_Trial5	2024-03-20	B6	B	6	MOCK	WCS365-MOCK	WCS365	NA	neon	MOCK	NA	NA	0.01	col0	0.001	0	doubledip	2024-03-13	2024-03-15	2024-03-20	2024-03-27	NA	110	23_23	0.5	0.5	5.8	NA	good	NA	NA	NA	0.001	0	1	0-1	0	1457500	1457500	0	6.16360886140315	6.16360886140315	5	8332	0.327702702702703	0.390180878552972	0.19435736677116	0.341818181818182	0.44047619047619	0.216828478964401	0.353503184713376	0.45859872611465	0.271120215081296	112	143	70	39	71	33	0.237442922374429	0.51048951048951	0.56078431372549	537.149789310115	475.248652342503	537671	2971	NA	NA	NA	7	0.1473	2296.50980392157	15084.5882352941	-1.293638561443	674.490196078431	522586.411764706	0.00129067687351603	-9.59765642369579	-8.30401786225279	9.59765642369579	8.30401786225279	9.59765642369579	8.30401786225279
2024_03_Peffect_Trial5_PlateP1_T0_Dip_Trial5_B_7	PlateP1_T0_Dip_Trial5	2024-03-20	B7	B	7	MOCK	N2C3-MOCK	N2C3	NA	crim	MOCK	NA	NA	0.01	col0	0.001	0	doubledip	2024-03-13	2024-03-15	2024-03-20	2024-03-27	NA	110	23_23	0.5	0.5	5.8	NA	good	NA	NA	NA	0.001	0	1	0-1	0	1457500	1457500	0	6.16360886140315	6.16360886140315	5	6564	0.332378223495702	0.380487804878049	0.18621108474103	0.341404358353511	0.429438641095083	0.231454005934718	0.357988165680473	0.465301870748299	0.279186074876	114	144	77	36	66	29	0.241293532338308	0.465277777777778	0.564705882352941	473.337106572762	428.555288022307	18875	143435	NA	NA	NA	7	0.1201	2296.50980392157	15084.5882352941	-1.293638561443	141138.490196078	3790.41176470588	37.2356617057488	5.21861309044267	6.51225165188567	5.21861309044267	6.51225165188567	-5.21861309044267	-6.51225165188567
2024_03_Peffect_Trial5_PlateP1_T0_Dip_Trial5_B_8	PlateP1_T0_Dip_Trial5	2024-03-20	B8	B	8	MOCK	N2C3-MOCK	N2C3	NA	crim	MOCK	NA	NA	0.01	col0	0.001	0	doubledip	2024-03-13	2024-03-15	2024-03-20	2024-03-27	NA	110	23_23	0.5	0.5	5.8	NA	good	NA	NA	NA	0.001	0	1	0-1	0	1457500	1457500	0	6.16360886140315	6.16360886140315	5	5927	0.334272050163924	0.38074398249453	0.193251533742331	0.348973607038123	0.437106918238994	0.216463414634146	0.366952676390997	0.452887537993921	0.272281798951531	118	148	72	44	72	30	0.232456140350877	0.513513513513514	0.580392156862745	498.023881736208	450.369671922247	23907	181778	NA	NA	NA	7	0.1248	2296.50980392157	15084.5882352941	-1.293638561443	179481.490196078	8822.41176470588	20.3438124384644	4.34651816103782	5.64015672248082	4.34651816103782	5.64015672248082	-4.34651816103782	-5.64015672248082
2024_03_Peffect_Trial5_PlateP1_T0_Dip_Trial5_B_9	PlateP1_T0_Dip_Trial5	2024-03-20	B9	B	9	MOCK	N2C3-MOCK	N2C3	NA	crim	MOCK	NA	NA	0.01	col0	0.001	0	doubledip	2024-03-13	2024-03-15	2024-03-20	2024-03-27	NA	110	23_23	0.5	0.5	5.8	NA	good	NA	NA	NA	0.001	0	1	0-1	0	1457500	1457500	0	6.16360886140315	6.16360886140315	5	4549	0.336065573770492	0.379263641317039	0.187567024128686	0.35	0.42257217847769	0.229166666666667	0.376146788990826	0.447761194029851	0.271834975667627	122	148	79	41	67	26	0.229468599033816	0.466216216216216	0.580392156862745	435.303356202196	391.341309327056	24866	282781	NA	NA	NA	7	0.1651	2296.50980392157	15084.5882352941	-1.293638561443	280484.490196078	9781.41176470588	28.6752563886684	4.84173448048354	6.13537304192654	4.84173448048354	6.13537304192654	-4.84173448048354	-6.13537304192654
2024_03_Peffect_Trial5_PlateP1_T0_Dip_Trial5_B_10	PlateP1_T0_Dip_Trial5	2024-03-20	B10	B	10	MOCK	N2C3-MOCK	N2C3	NA	crim	MOCK	NA	NA	0.01	col0	0.001	0	doubledip	2024-03-13	2024-03-15	2024-03-20	2024-03-27	NA	110	23_23	0.5	0.5	5.8	NA	good	NA	NA	NA	0.001	0	1	0-1	0	1457500	1457500	0	6.16360886140315	6.16360886140315	5	4903	0.338625541125541	0.38255033557047	0.195514611087237	0.348837209302326	0.419178082191781	0.231607629427793	0.366576819407008	0.444784360406556	0.271425078588893	129	155	84	43	68	26	0.227699530516432	0.458064516129032	0.607843137254902	442.866055381243	384.92838146936	30797	284618	NA	NA	NA	7	0.1429	2296.50980392157	15084.5882352941	-1.293638561443	282321.490196078	15712.4117647059	17.9680557271446	4.16736240220148	5.46100096364448	4.16736240220148	5.46100096364448	-4.16736240220148	-5.46100096364448
2024_03_Peffect_Trial5_PlateP1_T0_Dip_Trial5_B_11	PlateP1_T0_Dip_Trial5	2024-03-20	B11	B	11	MOCK	N2C3-MOCK	N2C3	NA	crim	MOCK	NA	NA	0.01	col0	0.001	0	doubledip	2024-03-13	2024-03-15	2024-03-20	2024-03-27	NA	110	23_23	0.5	0.5	5.8	NA	good	NA	NA	NA	0.001	0	1	0-1	0	1457500	1457500	0	6.16360886140315	6.16360886140315	5	5407	0.331041544074379	0.380952380952381	0.1875	0.341614906832298	0.435820895522388	0.222222222222222	0.361486486486487	0.457746478873239	0.27970297029703	111	141	71	38	68	29	0.238095238095238	0.49645390070922	0.552941176470588	470.362622049631	441.257291126901	21769	198152	NA	NA	NA	7	0.116	2296.50980392157	15084.5882352941	-1.293638561443	195855.490196078	6684.41176470588	29.3003329373286	4.87284515285584	6.16648371429884	4.87284515285584	6.16648371429884	-4.87284515285584	-6.16648371429884
2024_03_Peffect_Trial5_PlateP1_T0_Dip_Trial5_B_12	PlateP1_T0_Dip_Trial5	2024-03-20	B12	B	12	MOCK	N2C3-MOCK	N2C3	NA	crim	MOCK	NA	NA	0.01	col0	0.001	0	doubledip	2024-03-13	2024-03-15	2024-03-20	2024-03-27	NA	110	23_23	0.5	0.5	5.8	NA	good	NA	NA	NA	0.001	0	1	0-1	0	1457500	1457500	0	6.16360886140315	6.16360886140315	5	5806	0.331230283911672	0.382051282051282	0.195364238410596	0.341176470588235	0.433447098976109	0.226027397260274	0.352739726027397	0.457142857142857	0.279373368146214	104	132	68	35	62	28	0.239583333333333	0.484848484848485	0.517647058823529	444.146315471932	437.226727266497	27840	195565	NA	NA	NA	7	0.6721	2296.50980392157	15084.5882352941	-1.293638561443	193268.490196078	12755.4117647059	15.1518817080332	3.92142506761332	5.21506362905632	3.92142506761332	5.21506362905632	-3.92142506761332	-5.21506362905632
2024_03_Peffect_Trial5_PlateP1_T0_Dip_Trial5_C_1	PlateP1_T0_Dip_Trial5	2024-03-20	C1	C	1	MOCK	WCS365-N2C3	WCS365	NA	neon	N2C3	NA	crim	0.01	col0	0.001	0.001	doubledip	2024-03-13	2024-03-15	2024-03-20	2024-03-27	NA	110	23_23	0.5	0.5	5.8	NA	good	NA	NA	NA	0.002	1	1	1-1	1457500	1457500	2915000	6.16360886140315	6.16360886140315	6.46463870808111	5	7026	0.328690807799443	0.38120870117838	0.190618126832845	0.337386018237082	0.436241610738255	0.227414330218069	0.36085626911315	0.468879668049793	0.276398848173452	106	136	71	33	65	30	0.243589743589744	0.477941176470588	0.533333333333333	480.846244192152	447.84699213975	467922	49103	NA	NA	NA	7	0.1479	2296.50980392157	15084.5882352941	-1.293638561443	46806.4901960784	452837.411764706	0.103362683780198	-3.2742126601249	-1.9805740986819	3.2742126601249	1.9805740986819	3.2742126601249	1.9805740986819
2024_03_Peffect_Trial5_PlateP1_T0_Dip_Trial5_C_2	PlateP1_T0_Dip_Trial5	2024-03-20	C2	C	2	MOCK	WCS365-N2C3	WCS365	NA	neon	N2C3	NA	crim	0.01	col0	0.001	0.001	doubledip	2024-03-13	2024-03-15	2024-03-20	2024-03-27	NA	110	23_23	0.5	0.5	5.8	NA	good	NA	NA	NA	0.002	1	1	1-1	1457500	1457500	2915000	6.16360886140315	6.16360886140315	6.46463870808111	5	6472	0.333333333333333	0.385542168674699	0.169093842573	0.343537414965986	0.440828402366864	0.216296537635166	0.357142857142857	0.478827361563518	0.274271844660194	115	147	72	42	75	32	0.237777777777778	0.510204081632653	0.576470588235294	529.743679375492	462.345011282221	398156	19977	NA	NA	NA	7	0.1132	2296.50980392157	15084.5882352941	-1.293638561443	17680.4901960784	383071.411764706	0.0461545540937895	-4.43738318341236	-3.14374462196936	4.43738318341236	3.14374462196936	4.43738318341236	3.14374462196936
2024_03_Peffect_Trial5_PlateP1_T0_Dip_Trial5_C_3	PlateP1_T0_Dip_Trial5	2024-03-20	C3	C	3	MOCK	WCS365-N2C3	WCS365	NA	neon	N2C3	NA	crim	0.01	col0	0.001	0.001	doubledip	2024-03-13	2024-03-15	2024-03-20	2024-03-27	NA	110	23_23	0.5	0.5	5.8	NA	good	NA	NA	NA	0.002	1	1	1-1	1457500	1457500	2915000	6.16360886140315	6.16360886140315	6.46463870808111	5	7865	0.326156051833471	0.395034445126526	0.203174603174603	0.334448160535117	0.440894568690096	0.22397476340694	0.353125	0.454225352112676	0.267027119562891	104	135	68	34	66	32	0.243781094527363	0.496296296296296	0.529411764705882	506.448012469585	471.338131263241	682302	72652	NA	NA	NA	7	0.1336	2296.50980392157	15084.5882352941	-1.293638561443	70355.4901960784	667217.411764706	0.105446124389945	-3.2454220241859	-1.9517834627429	3.2454220241859	1.9517834627429	3.2454220241859	1.9517834627429
